prefix,resource,organisation,reference,entity
conservation-area,,government-organisation:PB1164,9968,44004406
conservation-area,,local-authority-eng:SOX,STO,44004406
conservation-area,,government-organisation:PB1164,9952,44004407
conservation-area,,local-authority-eng:SOX,NET,44004407
conservation-area,,government-organisation:PB1164,9920,44004408
conservation-area,,local-authority-eng:SOX,CHE,44004408
conservation-area,,government-organisation:PB1164,9967,44004409
conservation-area,,local-authority-eng:SOX,STR,44004409
conservation-area,,government-organisation:PB1164,9960,44004410
conservation-area,,local-authority-eng:SOX,ROP,44004410
conservation-area,,government-organisation:PB1164,9961,44004411
conservation-area,,local-authority-eng:SOX,SHE,44004411
conservation-area,,government-organisation:PB1164,9939,44004412
conservation-area,,local-authority-eng:SOX,GRG,44004412
conservation-area,,government-organisation:PB1164,9940,44004413
conservation-area,,local-authority-eng:SOX,HER,44004413
conservation-area,,government-organisation:PB1164,9941,44004414
conservation-area,,local-authority-eng:SOX,HES,44004414
conservation-area,,government-organisation:PB1164,3157,44004415
conservation-area,,local-authority-eng:SOX,HEN,44004415
conservation-area,,government-organisation:PB1164,9949,44004416
conservation-area,,local-authority-eng:SOX,MAP,44004416
conservation-area,,government-organisation:PB1164,9979,44004417
conservation-area,,local-authority-eng:SOX,WHI,44004417
conservation-area,,government-organisation:PB1164,9935,44004418
conservation-area,,local-authority-eng:SOX,GAT,44004418
conservation-area,,government-organisation:PB1164,9964,44004419
conservation-area,,local-authority-eng:SOX,SON,44004419
conservation-area,,government-organisation:PB1164,9936,44004420
conservation-area,,local-authority-eng:SOX,GOR,44004420
conservation-area,,government-organisation:PB1164,5398,44004421
conservation-area,,local-authority-eng:WOX,41,44004421
conservation-area,,government-organisation:PB1164,5424,44004422
conservation-area,,local-authority-eng:WOX,57,44004422
conservation-area,,government-organisation:PB1164,2089,44004423
conservation-area,,local-authority-eng:VAL,BUS,44004423
conservation-area,,government-organisation:PB1164,2093,44004424
conservation-area,,local-authority-eng:VAL,COL,44004424
conservation-area,,government-organisation:PB1164,2296,44004425
conservation-area,,local-authority-eng:VAL,GCO,44004425
conservation-area,,government-organisation:PB1164,2426,44004426
conservation-area,,local-authority-eng:VAL,SHV,44004426
conservation-area,,government-organisation:PB1164,1154,44004427
conservation-area,,local-authority-eng:VAL,BOU,44004427
conservation-area,,government-organisation:PB1164,1150,44004428
conservation-area,,local-authority-eng:VAL,ASH,44004428
conservation-area,,government-organisation:PB1164,2301,44004429
conservation-area,,local-authority-eng:VAL,IDS,44004429
conservation-area,,government-organisation:PB1164,2306,44004430
conservation-area,,local-authority-eng:VAL,LCO,44004430
conservation-area,,government-organisation:PB1164,2105,44004431
conservation-area,,local-authority-eng:VAL,GFA,44004431
conservation-area,,government-organisation:PB1164,2307,44004432
conservation-area,,local-authority-eng:VAL,LIT,44004432
conservation-area,,government-organisation:PB1164,2425,44004433
conservation-area,,local-authority-eng:VAL,SHF,44004433
conservation-area,,government-organisation:PB1164,1152,44004434
conservation-area,,local-authority-eng:VAL,BAU,44004434
conservation-area,,government-organisation:PB1164,2431,44004435
conservation-area,,local-authority-eng:VAL,UFF,44004435
conservation-area,,government-organisation:PB1164,2453,44004436
conservation-area,,local-authority-eng:VAL,WLS,44004436
conservation-area,,government-organisation:PB1164,2303,44004437
conservation-area,,local-authority-eng:VAL,KLI,44004437
conservation-area,,government-organisation:PB1164,2427,44004438
conservation-area,,local-authority-eng:VAL,SPA,44004438
conservation-area,,government-organisation:PB1164,2092,44004439
conservation-area,,local-authority-eng:VAL,CHD,44004439
conservation-area,,government-organisation:PB1164,2304,44004440
conservation-area,,government-organisation:PB1164,2432,44004441
conservation-area,,local-authority-eng:VAL,WTC,44004441
conservation-area,,government-organisation:PB1164,2433,44004442
conservation-area,,local-authority-eng:VAL,WCH,44004442
conservation-area,,government-organisation:PB1164,1149,44004443
conservation-area,,local-authority-eng:VAL,ADT,44004443
conservation-area,,government-organisation:PB1164,2452,44004444
conservation-area,,local-authority-eng:VAL,WEH,44004444
conservation-area,,government-organisation:PB1164,2297,44004445
conservation-area,,local-authority-eng:VAL,GRO,44004445
conservation-area,,government-organisation:PB1164,2103,44004446
conservation-area,,local-authority-eng:VAL,EHN,44004446
conservation-area,,government-organisation:PB1164,2434,44004447
conservation-area,,local-authority-eng:VAL,WHN,44004447
conservation-area,,government-organisation:PB1164,2101,44004448
conservation-area,,local-authority-eng:VAL,DEN,44004448
conservation-area,,government-organisation:PB1164,2295,44004449
conservation-area,,local-authority-eng:VAL,GOO,44004449
conservation-area,,government-organisation:PB1164,2428,44004450
conservation-area,,local-authority-eng:VAL,STN,44004450
conservation-area,,government-organisation:PB1164,2299,44004451
conservation-area,,local-authority-eng:VAL,HAT,44004451
conservation-area,,government-organisation:PB1164,2090,44004452
conservation-area,,local-authority-eng:VAL,CHB,44004452
conservation-area,,government-organisation:PB1164,2424,44004453
conservation-area,,local-authority-eng:VAL,PUS,44004453
conservation-area,,government-organisation:PB1164,1175,44004454
conservation-area,,local-authority-eng:VAL,BUC,44004454
conservation-area,,government-organisation:PB1164,2300,44004455
conservation-area,,local-authority-eng:VAL,HIN,44004455
conservation-area,,government-organisation:PB1164,2308,44004456
conservation-area,,local-authority-eng:VAL,LWO,44004456
conservation-area,,government-organisation:PB1164,2302,44004457
conservation-area,,local-authority-eng:VAL,KBA,44004457
conservation-area,,government-organisation:PB1164,2294,44004458
conservation-area,,local-authority-eng:VAL,FYF,44004458
conservation-area,,government-organisation:PB1164,2309,44004459
conservation-area,,local-authority-eng:VAL,MRC,44004459
conservation-area,,government-organisation:PB1164,1090,44004460
conservation-area,,local-authority-eng:VAL,APT,44004460
conservation-area,,government-organisation:PB1164,2102,44004461
conservation-area,,local-authority-eng:VAL,DRT,44004461
conservation-area,,government-organisation:PB1164,1085,44004462
conservation-area,,local-authority-eng:VAL,AAP,44004462
conservation-area,,government-organisation:PB1164,844,44004463
conservation-area,,local-authority-eng:VAL,ATC,44004463
conservation-area,,government-organisation:PB1164,1087,44004464
conservation-area,,local-authority-eng:VAL,ABN,44004464
conservation-area,,government-organisation:PB1164,2430,44004465
conservation-area,,local-authority-eng:VAL,SUT,44004465
conservation-area,,government-organisation:PB1164,2422,44004466
conservation-area,,government-organisation:PB1164,2429,44004467
conservation-area,,local-authority-eng:VAL,STV,44004467
conservation-area,,government-organisation:PB1164,1153,44004468
conservation-area,,local-authority-eng:VAL,BLE,44004468
conservation-area,,government-organisation:PB1164,2298,44004469
conservation-area,,local-authority-eng:VAL,HAW,44004469
conservation-area,,government-organisation:PB1164,2104,44004470
conservation-area,,local-authority-eng:VAL,EHE,44004470
conservation-area,,government-organisation:PB1164,2423,44004471
conservation-area,,local-authority-eng:VAL,NHI,44004471
conservation-area,,government-organisation:PB1164,2454,44004472
conservation-area,,local-authority-eng:VAL,WYT,44004472
conservation-area,,government-organisation:PB1164,2094,44004473
conservation-area,,local-authority-eng:VAL,CUM,44004473
conservation-area,,government-organisation:PB1164,1696,44004474
conservation-area,,government-organisation:PB1164,1698,44004475
conservation-area,,government-organisation:PB1164,7572,44004476
conservation-area,,government-organisation:PB1164,7574,44004477
conservation-area,,government-organisation:PB1164,7573,44004478
conservation-area,,government-organisation:PB1164,7575,44004479
conservation-area,,government-organisation:PB1164,581,44004480
conservation-area,,government-organisation:PB1164,583,44004481
conservation-area,,government-organisation:PB1164,5072,44004482
conservation-area,,government-organisation:PB1164,5076,44004483
conservation-area,,government-organisation:PB1164,5077,44004484
conservation-area,,government-organisation:PB1164,8495,44004485
conservation-area,,government-organisation:PB1164,8501,44004486
conservation-area,,government-organisation:PB1164,8503,44004487
conservation-area,,government-organisation:PB1164,8758,44004488
conservation-area,,government-organisation:PB1164,8752,44004489
conservation-area,,government-organisation:PB1164,8759,44004490
conservation-area,,government-organisation:PB1164,8760,44004491
conservation-area,,government-organisation:PB1164,8751,44004492
conservation-area,,local-authority-eng:MAL,75,44004492
conservation-area,,government-organisation:PB1164,8761,44004493
conservation-area,,government-organisation:PB1164,8762,44004494
conservation-area,,government-organisation:PB1164,8754,44004495
conservation-area,,government-organisation:PB1164,8757,44004496
conservation-area,,government-organisation:PB1164,8755,44004497
conservation-area,,government-organisation:PB1164,8756,44004498
conservation-area,,government-organisation:PB1164,8089,44004499
conservation-area,,government-organisation:PB1164,8087,44004500
conservation-area,,government-organisation:PB1164,7152,44004501
conservation-area,,government-organisation:PB1164,7153,44004502
conservation-area,,government-organisation:PB1164,7154,44004503
conservation-area,,government-organisation:PB1164,8102,44004504
conservation-area,,government-organisation:PB1164,8094,44004505
conservation-area,,government-organisation:PB1164,6250,44004506
conservation-area,,government-organisation:PB1164,6254,44004507
conservation-area,,government-organisation:PB1164,8118,44004508
conservation-area,,government-organisation:PB1164,7150,44004509
conservation-area,,government-organisation:PB1164,8115,44004510
conservation-area,,government-organisation:PB1164,8111,44004511
conservation-area,,government-organisation:PB1164,6255,44004512
conservation-area,,government-organisation:PB1164,8107,44004513
conservation-area,,government-organisation:PB1164,6252,44004514
conservation-area,,government-organisation:PB1164,6253,44004515
conservation-area,,government-organisation:PB1164,6251,44004516
conservation-area,,government-organisation:PB1164,8086,44004517
conservation-area,,government-organisation:PB1164,8110,44004518
conservation-area,,government-organisation:PB1164,8088,44004519
conservation-area,,government-organisation:PB1164,8091,44004520
conservation-area,,government-organisation:PB1164,8099,44004521
conservation-area,,government-organisation:PB1164,8105,44004522
conservation-area,,government-organisation:PB1164,8096,44004523
conservation-area,,government-organisation:PB1164,6743,44004524
conservation-area,,government-organisation:PB1164,7266,44004525
conservation-area,,government-organisation:PB1164,7267,44004526
conservation-area,,government-organisation:PB1164,7265,44004527
conservation-area,,government-organisation:PB1164,6065,44004528
conservation-area,,government-organisation:PB1164,4490,44004529
conservation-area,,government-organisation:PB1164,4491,44004530
conservation-area,,government-organisation:PB1164,6060,44004531
conservation-area,,government-organisation:PB1164,9705,44004532
conservation-area,,government-organisation:PB1164,9707,44004533
conservation-area,,government-organisation:PB1164,6067,44004534
conservation-area,,government-organisation:PB1164,981,44004535
conservation-area,,government-organisation:PB1164,6064,44004536
conservation-area,,government-organisation:PB1164,9706,44004537
conservation-area,,government-organisation:PB1164,6072,44004538
conservation-area,,government-organisation:PB1164,4489,44004539
conservation-area,,government-organisation:PB1164,8691,44004540
conservation-area,,government-organisation:PB1164,8694,44004541
conservation-area,,government-organisation:PB1164,8695,44004542
conservation-area,,government-organisation:PB1164,8696,44004543
conservation-area,,government-organisation:PB1164,8697,44004544
conservation-area,,government-organisation:PB1164,8698,44004545
conservation-area,,government-organisation:PB1164,8699,44004546
conservation-area,,government-organisation:PB1164,8700,44004547
conservation-area,,government-organisation:PB1164,8701,44004548
conservation-area,,government-organisation:PB1164,8702,44004549
conservation-area,,government-organisation:PB1164,8704,44004550
conservation-area,,government-organisation:PB1164,8707,44004551
conservation-area,,government-organisation:PB1164,8708,44004552
conservation-area,,government-organisation:PB1164,8710,44004553
conservation-area,,government-organisation:PB1164,8712,44004554
conservation-area,,government-organisation:PB1164,8713,44004555
conservation-area,,government-organisation:PB1164,8715,44004556
conservation-area,,government-organisation:PB1164,8716,44004557
conservation-area,,government-organisation:PB1164,8718,44004558
conservation-area,,government-organisation:PB1164,8728,44004559
conservation-area,,government-organisation:PB1164,8729,44004560
conservation-area,,government-organisation:PB1164,8730,44004561
conservation-area,,government-organisation:PB1164,8731,44004562
conservation-area,,government-organisation:PB1164,8732,44004563
conservation-area,,government-organisation:PB1164,8734,44004564
conservation-area,,government-organisation:PB1164,8733,44004565
conservation-area,,government-organisation:PB1164,8737,44004566
conservation-area,,government-organisation:PB1164,8739,44004567
conservation-area,,government-organisation:PB1164,8740,44004568
conservation-area,,government-organisation:PB1164,8742,44004569
conservation-area,,government-organisation:PB1164,8743,44004570
conservation-area,,government-organisation:PB1164,8745,44004571
conservation-area,,government-organisation:PB1164,8744,44004572
conservation-area,,government-organisation:PB1164,8746,44004573
conservation-area,,government-organisation:PB1164,8747,44004574
conservation-area,,government-organisation:PB1164,8741,44004575
conservation-area,,government-organisation:PB1164,8720,44004576
conservation-area,,government-organisation:PB1164,8719,44004577
conservation-area,,government-organisation:PB1164,8721,44004578
conservation-area,,government-organisation:PB1164,8693,44004579
conservation-area,,government-organisation:PB1164,8690,44004580
conservation-area,,government-organisation:PB1164,8705,44004581
conservation-area,,government-organisation:PB1164,8723,44004582
conservation-area,,government-organisation:PB1164,8714,44004583
conservation-area,,government-organisation:PB1164,8711,44004584
conservation-area,,government-organisation:PB1164,8748,44004585
conservation-area,,government-organisation:PB1164,8692,44004586
conservation-area,,government-organisation:PB1164,8722,44004587
conservation-area,,government-organisation:PB1164,8724,44004588
conservation-area,,government-organisation:PB1164,8725,44004589
conservation-area,,government-organisation:PB1164,8727,44004590
conservation-area,,government-organisation:PB1164,8706,44004591
conservation-area,,government-organisation:PB1164,8709,44004592
conservation-area,,government-organisation:PB1164,8726,44004593
conservation-area,,government-organisation:PB1164,9878,44004594
conservation-area,,government-organisation:PB1164,8735,44004595
conservation-area,,government-organisation:PB1164,8717,44004596
conservation-area,,government-organisation:PB1164,8738,44004597
conservation-area,,government-organisation:PB1164,8703,44004598
conservation-area,,government-organisation:PB1164,8736,44004599
conservation-area,,government-organisation:PB1164,1084,44004600
conservation-area,,government-organisation:PB1164,9723,44004601
conservation-area,,government-organisation:PB1164,9872,44004602
conservation-area,,government-organisation:PB1164,9873,44004603
conservation-area,,government-organisation:PB1164,9721,44004604
conservation-area,,government-organisation:PB1164,9727,44004605
conservation-area,,government-organisation:PB1164,9733,44004606
conservation-area,,government-organisation:PB1164,9718,44004607
conservation-area,,government-organisation:PB1164,9715,44004608
conservation-area,,government-organisation:PB1164,9726,44004609
conservation-area,,government-organisation:PB1164,9725,44004610
conservation-area,,government-organisation:PB1164,9731,44004611
conservation-area,,government-organisation:PB1164,9730,44004612
conservation-area,,government-organisation:PB1164,9724,44004613
conservation-area,,government-organisation:PB1164,9709,44004614
conservation-area,,government-organisation:PB1164,9714,44004615
conservation-area,,government-organisation:PB1164,9732,44004616
conservation-area,,government-organisation:PB1164,9710,44004617
conservation-area,,government-organisation:PB1164,9711,44004618
conservation-area,,government-organisation:PB1164,9716,44004619
conservation-area,,government-organisation:PB1164,3192,44004620
conservation-area,,government-organisation:PB1164,1428,44004621
conservation-area,,government-organisation:PB1164,1919,44004622
conservation-area,,government-organisation:PB1164,7870,44004623
conservation-area,,local-authority-eng:BRT,6,44004623
conservation-area,,government-organisation:PB1164,7883,44004624
conservation-area,,local-authority-eng:BRT,7,44004624
conservation-area,,government-organisation:PB1164,7888,44004625
conservation-area,,local-authority-eng:BRT,10,44004625
conservation-area,,government-organisation:PB1164,7879,44004626
conservation-area,,government-organisation:PB1164,7880,44004627
conservation-area,,local-authority-eng:BRT,4,44004627
conservation-area,,government-organisation:PB1164,7875,44004628
conservation-area,,local-authority-eng:BRT,3,44004628
conservation-area,,government-organisation:PB1164,3922,44004629
conservation-area,,government-organisation:PB1164,3919,44004630
conservation-area,,government-organisation:PB1164,3926,44004631
conservation-area,,government-organisation:PB1164,3928,44004632
conservation-area,,government-organisation:PB1164,3930,44004633
conservation-area,,government-organisation:PB1164,3924,44004634
conservation-area,,government-organisation:PB1164,3940,44004635
conservation-area,,government-organisation:PB1164,3941,44004636
conservation-area,,government-organisation:PB1164,3918,44004637
conservation-area,,government-organisation:PB1164,3938,44004638
conservation-area,,government-organisation:PB1164,1494,44004639
conservation-area,,government-organisation:PB1164,3917,44004640
conservation-area,,government-organisation:PB1164,3914,44004641
conservation-area,,government-organisation:PB1164,3923,44004642
conservation-area,,government-organisation:PB1164,3935,44004643
conservation-area,,government-organisation:PB1164,3936,44004644
conservation-area,,government-organisation:PB1164,3913,44004645
conservation-area,,government-organisation:PB1164,3937,44004646
conservation-area,,government-organisation:PB1164,3916,44004647
conservation-area,,government-organisation:PB1164,4505,44004648
conservation-area,,government-organisation:PB1164,4503,44004649
conservation-area,,government-organisation:PB1164,2532,44004650
conservation-area,,government-organisation:PB1164,6218,44004651
conservation-area,,government-organisation:PB1164,3518,44004652
conservation-area,,government-organisation:PB1164,3516,44004653
conservation-area,,government-organisation:PB1164,3520,44004654
conservation-area,,government-organisation:PB1164,3460,44004655
conservation-area,,government-organisation:PB1164,3457,44004656
conservation-area,,government-organisation:PB1164,3522,44004657
conservation-area,,government-organisation:PB1164,3451,44004658
conservation-area,,government-organisation:PB1164,3454,44004659
conservation-area,,government-organisation:PB1164,3510,44004660
conservation-area,,government-organisation:PB1164,3461,44004661
conservation-area,,government-organisation:PB1164,3501,44004662
conservation-area,,government-organisation:PB1164,3499,44004663
conservation-area,,government-organisation:PB1164,3519,44004664
conservation-area,,government-organisation:PB1164,3386,44004665
conservation-area,,government-organisation:PB1164,3456,44004666
conservation-area,,government-organisation:PB1164,3500,44004667
conservation-area,,government-organisation:PB1164,3458,44004668
conservation-area,,government-organisation:PB1164,3514,44004669
conservation-area,,government-organisation:PB1164,3494,44004670
conservation-area,,government-organisation:PB1164,3453,44004671
conservation-area,,government-organisation:PB1164,3521,44004672
conservation-area,,government-organisation:PB1164,3452,44004673
conservation-area,,government-organisation:PB1164,3515,44004674
conservation-area,,government-organisation:PB1164,3459,44004675
conservation-area,,government-organisation:PB1164,3455,44004676
conservation-area,,government-organisation:PB1164,3462,44004677
conservation-area,,government-organisation:PB1164,3498,44004678
conservation-area,,government-organisation:PB1164,3517,44004679
conservation-area,,government-organisation:PB1164,3502,44004680
conservation-area,,government-organisation:PB1164,5825,44004681
conservation-area,,government-organisation:PB1164,4575,44004682
conservation-area,,government-organisation:PB1164,4586,44004683
conservation-area,,government-organisation:PB1164,4570,44004684
conservation-area,,government-organisation:PB1164,4130,44004685
conservation-area,,government-organisation:PB1164,2709,44004686
conservation-area,,government-organisation:PB1164,4481,44004687
conservation-area,,government-organisation:PB1164,585,44004688
conservation-area,,government-organisation:PB1164,4549,44004689
conservation-area,,government-organisation:PB1164,4550,44004690
conservation-area,,government-organisation:PB1164,4480,44004691
conservation-area,,government-organisation:PB1164,4488,44004692
conservation-area,,government-organisation:PB1164,4546,44004693
conservation-area,,government-organisation:PB1164,4476,44004694
conservation-area,,government-organisation:PB1164,4545,44004695
conservation-area,,government-organisation:PB1164,4494,44004696
conservation-area,,government-organisation:PB1164,4478,44004697
conservation-area,,government-organisation:PB1164,4548,44004698
conservation-area,,government-organisation:PB1164,4538,44004699
conservation-area,,government-organisation:PB1164,4547,44004700
conservation-area,,government-organisation:PB1164,4500,44004701
conservation-area,,government-organisation:PB1164,4540,44004702
conservation-area,,government-organisation:PB1164,4543,44004703
conservation-area,,government-organisation:PB1164,4537,44004704
conservation-area,,government-organisation:PB1164,4539,44004705
conservation-area,,government-organisation:PB1164,4501,44004706
conservation-area,,government-organisation:PB1164,4541,44004707
conservation-area,,government-organisation:PB1164,4477,44004708
conservation-area,,government-organisation:PB1164,4482,44004709
conservation-area,,government-organisation:PB1164,4487,44004710
conservation-area,,government-organisation:PB1164,4496,44004711
conservation-area,,government-organisation:PB1164,4495,44004712
conservation-area,,government-organisation:PB1164,4536,44004713
conservation-area,,government-organisation:PB1164,4497,44004714
conservation-area,,government-organisation:PB1164,4479,44004715
conservation-area,,government-organisation:PB1164,3552,44004716
conservation-area,,government-organisation:PB1164,4099,44004717
conservation-area,,government-organisation:PB1164,4116,44004718
conservation-area,,government-organisation:PB1164,4102,44004719
conservation-area,,government-organisation:PB1164,4114,44004720
conservation-area,,government-organisation:PB1164,4110,44004721
conservation-area,,government-organisation:PB1164,4026,44004722
conservation-area,,national-park-authority:Q72617988,146,44004722
conservation-area,,government-organisation:PB1164,6815,44004723
conservation-area,,government-organisation:PB1164,6838,44004724
conservation-area,,government-organisation:PB1164,6773,44004725
conservation-area,,government-organisation:PB1164,9645,44004726
conservation-area,,government-organisation:PB1164,7893,44004727
conservation-area,,government-organisation:PB1164,6771,44004728
conservation-area,,government-organisation:PB1164,6915,44004729
conservation-area,,government-organisation:PB1164,6782,44004730
conservation-area,,government-organisation:PB1164,9760,44004731
conservation-area,,government-organisation:PB1164,6753,44004732
conservation-area,,government-organisation:PB1164,6746,44004733
conservation-area,,government-organisation:PB1164,6749,44004734
conservation-area,,government-organisation:PB1164,9648,44004735
conservation-area,,government-organisation:PB1164,9647,44004736
conservation-area,,government-organisation:PB1164,6819,44004737
conservation-area,,government-organisation:PB1164,6781,44004738
conservation-area,,government-organisation:PB1164,6822,44004739
conservation-area,,government-organisation:PB1164,6747,44004740
conservation-area,,government-organisation:PB1164,6748,44004741
conservation-area,,government-organisation:PB1164,6769,44004742
conservation-area,,government-organisation:PB1164,6911,44004743
conservation-area,,government-organisation:PB1164,6899,44004744
conservation-area,,government-organisation:PB1164,9756,44004745
conservation-area,,government-organisation:PB1164,6823,44004746
conservation-area,,government-organisation:PB1164,6796,44004747
conservation-area,,government-organisation:PB1164,6792,44004748
conservation-area,,government-organisation:PB1164,6883,44004749
conservation-area,,government-organisation:PB1164,9646,44004750
conservation-area,,government-organisation:PB1164,6776,44004751
conservation-area,,government-organisation:PB1164,6788,44004752
conservation-area,,government-organisation:PB1164,6830,44004753
conservation-area,,government-organisation:PB1164,6770,44004754
conservation-area,,government-organisation:PB1164,6836,44004755
conservation-area,,government-organisation:PB1164,6817,44004756
conservation-area,,government-organisation:PB1164,6751,44004757
conservation-area,,government-organisation:PB1164,6805,44004758
conservation-area,,government-organisation:PB1164,6790,44004759
conservation-area,,government-organisation:PB1164,6866,44004760
conservation-area,,government-organisation:PB1164,6799,44004761
conservation-area,,government-organisation:PB1164,6917,44004762
conservation-area,,government-organisation:PB1164,6887,44004763
conservation-area,,government-organisation:PB1164,6813,44004764
conservation-area,,government-organisation:PB1164,6814,44004765
conservation-area,,government-organisation:PB1164,6824,44004766
conservation-area,,government-organisation:PB1164,6825,44004767
conservation-area,,government-organisation:PB1164,6795,44004768
conservation-area,,government-organisation:PB1164,6803,44004769
conservation-area,,government-organisation:PB1164,6794,44004770
conservation-area,,government-organisation:PB1164,6745,44004771
conservation-area,,government-organisation:PB1164,6816,44004772
conservation-area,,government-organisation:PB1164,6826,44004773
conservation-area,,government-organisation:PB1164,6778,44004774
conservation-area,,government-organisation:PB1164,3761,44004775
conservation-area,,government-organisation:PB1164,3791,44004776
conservation-area,,government-organisation:PB1164,3787,44004777
conservation-area,,government-organisation:PB1164,3752,44004778
conservation-area,,government-organisation:PB1164,3779,44004779
conservation-area,,government-organisation:PB1164,3079,44004780
conservation-area,,government-organisation:PB1164,3076,44004781
conservation-area,,government-organisation:PB1164,3230,44004782
conservation-area,,government-organisation:PB1164,721,44004783
conservation-area,,government-organisation:PB1164,725,44004784
conservation-area,,government-organisation:PB1164,726,44004785
conservation-area,,government-organisation:PB1164,730,44004786
conservation-area,,government-organisation:PB1164,734,44004787
conservation-area,,government-organisation:PB1164,739,44004788
conservation-area,,government-organisation:PB1164,742,44004789
conservation-area,,government-organisation:PB1164,723,44004790
conservation-area,,government-organisation:PB1164,719,44004791
conservation-area,,government-organisation:PB1164,168,44004792
conservation-area,,government-organisation:PB1164,193,44004793
conservation-area,,government-organisation:PB1164,199,44004794
conservation-area,,government-organisation:PB1164,155,44004795
conservation-area,,government-organisation:PB1164,154,44004796
conservation-area,,government-organisation:PB1164,165,44004797
conservation-area,,government-organisation:PB1164,179,44004798
conservation-area,,government-organisation:PB1164,151,44004799
conservation-area,,government-organisation:PB1164,451,44004800
conservation-area,,government-organisation:PB1164,2198,44004801
conservation-area,,government-organisation:PB1164,377,44004802
conservation-area,,government-organisation:PB1164,6513,44004803
conservation-area,,government-organisation:PB1164,6515,44004804
conservation-area,,government-organisation:PB1164,6378,44004805
conservation-area,,government-organisation:PB1164,6377,44004806
conservation-area,,government-organisation:PB1164,6380,44004807
conservation-area,,government-organisation:PB1164,6374,44004808
conservation-area,,government-organisation:PB1164,6383,44004809
conservation-area,,government-organisation:PB1164,6384,44004810
conservation-area,,government-organisation:PB1164,6375,44004811
conservation-area,,government-organisation:PB1164,6382,44004812
conservation-area,,government-organisation:PB1164,6381,44004813
conservation-area,,government-organisation:PB1164,9662,44004814
conservation-area,,government-organisation:PB1164,6129,44004815
conservation-area,,government-organisation:PB1164,6168,44004816
conservation-area,,government-organisation:PB1164,6131,44004817
conservation-area,,government-organisation:PB1164,6043,44004818
conservation-area,,government-organisation:PB1164,9233,44004819
conservation-area,,government-organisation:PB1164,6057,44004820
conservation-area,,government-organisation:PB1164,6130,44004821
conservation-area,,government-organisation:PB1164,6132,44004822
conservation-area,,government-organisation:PB1164,6088,44004823
conservation-area,,government-organisation:PB1164,3858,44004824
conservation-area,,government-organisation:PB1164,3862,44004825
conservation-area,,government-organisation:PB1164,3856,44004826
conservation-area,,government-organisation:PB1164,9239,44004827
conservation-area,,government-organisation:PB1164,3835,44004828
conservation-area,,government-organisation:PB1164,3728,44004829
conservation-area,,government-organisation:PB1164,3849,44004830
conservation-area,,government-organisation:PB1164,3834,44004831
conservation-area,,government-organisation:PB1164,3741,44004832
conservation-area,,government-organisation:PB1164,3843,44009870
conservation-area,,government-organisation:PB1164,1314,44004834
conservation-area,,local-authority-eng:SHN,CA04,44004834
conservation-area,,government-organisation:PB1164,6245,44004835
conservation-area,,government-organisation:PB1164,7992,44004836
conservation-area,,government-organisation:PB1164,2222,44004837
conservation-area,,government-organisation:PB1164,1569,44004838
conservation-area,,local-authority-eng:SKP,11,44004838
conservation-area,,government-organisation:PB1164,1543,44004839
conservation-area,,local-authority-eng:SKP,5,44004839
conservation-area,,government-organisation:PB1164,1531,44004840
conservation-area,,local-authority-eng:SKP,3,44004840
conservation-area,,government-organisation:PB1164,1541,44004841
conservation-area,,local-authority-eng:SKP,4,44004841
conservation-area,,government-organisation:PB1164,1598,44004842
conservation-area,,local-authority-eng:SKP,25,44004842
conservation-area,,government-organisation:PB1164,1599,44004843
conservation-area,,local-authority-eng:SKP,33,44004843
conservation-area,,government-organisation:PB1164,1528,44004844
conservation-area,,local-authority-eng:SKP,29,44004844
conservation-area,,government-organisation:PB1164,1529,44004845
conservation-area,,local-authority-eng:SKP,28,44004845
conservation-area,,government-organisation:PB1164,1566,44004846
conservation-area,,local-authority-eng:SKP,9,44004846
conservation-area,,government-organisation:PB1164,1555,44004847
conservation-area,,local-authority-eng:SKP,8,44004847
conservation-area,,government-organisation:PB1164,1532,44004848
conservation-area,,local-authority-eng:SKP,35,44004848
conservation-area,,government-organisation:PB1164,1594,44004849
conservation-area,,local-authority-eng:SKP,32,44004849
conservation-area,,government-organisation:PB1164,1525,44004850
conservation-area,,local-authority-eng:SKP,34,44004850
conservation-area,,government-organisation:PB1164,1600,44004851
conservation-area,,local-authority-eng:SKP,26,44004851
conservation-area,,government-organisation:PB1164,1596,44004852
conservation-area,,local-authority-eng:SKP,27,44004852
conservation-area,,government-organisation:PB1164,1585,44004853
conservation-area,,local-authority-eng:SKP,15,44004853
conservation-area,,government-organisation:PB1164,1588,44004854
conservation-area,,local-authority-eng:SKP,18,44004854
conservation-area,,government-organisation:PB1164,1560,44004855
conservation-area,,local-authority-eng:SKP,10,44004855
conservation-area,,government-organisation:PB1164,1574,44004856
conservation-area,,local-authority-eng:SKP,31,44004856
conservation-area,,government-organisation:PB1164,1586,44004857
conservation-area,,local-authority-eng:SKP,16,44004857
conservation-area,,government-organisation:PB1164,1581,44004858
conservation-area,,local-authority-eng:SKP,14,44004858
conservation-area,,government-organisation:PB1164,1590,44004859
conservation-area,,local-authority-eng:SKP,20,44004859
conservation-area,,government-organisation:PB1164,1579,44004860
conservation-area,,local-authority-eng:SKP,13,44004860
conservation-area,,government-organisation:PB1164,1591,44004861
conservation-area,,local-authority-eng:SKP,21,44004861
conservation-area,,government-organisation:PB1164,1592,44004862
